	doc_name	era	doc_word_count	new_split	keep_doc	split
17393	العصر-العباسي_خالد-الكاتب_يشكو-الفؤاد-العليل_001	العصر-العباسي	26	train	True	dev
17431	العصر-المملوكي_ابن-الزقاق_أرق-نسيم-الصبا-عرفه_001	العصر-المملوكي	31	dev	True	train
17433	العصر-المملوكي_الشريف-العقيلي_السبنيات-والمقادم_001	العصر-المملوكي	30	train	True	train
17441	العصر-الأندلسي_ابن-أبي-الخصال_خل-جنبيك-لباغ_001	العصر-الأندلسي	28	dev	True	test
17458	العصر-العباسي_خالد-الكاتب_تنطوي-على-أسف_001	العصر-العباسي	26	test	True	dev
17474	العصر-العباسي_الأحنف-العكبري_لما-أصبت-بناظري_001	العصر-العباسي	28	test	True	train
17552	العصر-الاسلامي_فاطمة-الزهراء_أمرك-يا-ابن-عم-سمع-وطاعه_001	العصر-الاسلامي	34	dev	True	train
17555	العصر-العباسي_خالد-الكاتب_ومكتئب-الفؤاد-بكت_001	العصر-العباسي	24	train	True	test
17558	العصر-الايوبي_أبو-زيد-الفازازي_ثق-بالإِله-فإنه_001	العصر-الايوبي	28	train	True	test
17583	العصر-الايوبي_القاضي-الفاضل_باح-الهوى-بك-واستراحا_001	العصر-الايوبي	34	train	True	train
17592	العصر-العباسي_أبو-تمام_لا-وورد-بخده_001	العصر-العباسي	24	test	True	test
17620	العصر-المملوكي_الشريف-العقيلي_يا-أيها-الغيث-الذي_001	العصر-المملوكي	30	test	True	train
17626	العصر-العثماني_ابن-النقيب_لا-زلت-مسعود-الصباح_001	العصر-العثماني	31	train	True	test
17628	العصر-الاموي_الكميت-بن-زيد_وانمار-وإن-رغمت-أنوف_001	العصر-الاموي	33	train	True	test
17637	العصر-العثماني_احمد-الغزال_محل-حمد-مؤبد_001	العصر-العثماني	30	train	True	dev
17638	العصر-العباسي_ابن-الرومي_أقسمت-أن-أخا-نفاكا_001	العصر-العباسي	30	test	True	train
17670	العصر-الايوبي_أسامة-بن-منقذ_حتى-متى-أنا-شائم_001	العصر-الايوبي	29	train	True	test
17683	العصر-الجاهلي_تأبط-شراً_ونار-قد-حضأت-بعيد-هدء_001	العصر-الجاهلي	36	train	True	train
17692	العصر-العثماني_محمد-المعولي_ألا-فاعذراني-إن-عتبت-عليكما_001	العصر-العثماني	37	train	True	train
17700	العصر-العباسي_الوأواء-الدمشقي_وحديث-كأنه_001	العصر-العباسي	24	train	True	test
17714	العصر-العباسي_أبو-تمام_لها-وأعارني-ولها_001	العصر-العباسي	25	train	True	test
17727	العصر-الاموي_الوليد-بن-يزيد_طاف-من-سلمى-خيال_001	العصر-الاموي	29	dev	True	train
17756	العصر-العباسي_محمود-الوراق_يا-خاضب-الشيب-الذي_001	العصر-العباسي	30	train	True	train
17762	العصر-العباسي_ابن-الرومي_طي-اللقاء-له-نشور_001	العصر-العباسي	25	train	True	test
17780	العصر-المملوكي_ابن-زمرك_أنظر-لأفق-جمال_001	العصر-المملوكي	31	train	True	train
17793	المخضرمون_حسان-بن-ثابت_ونبئت-أن-أبا-منذر_001	المخضرمون	31	train	True	dev
17795	العصر-المملوكي_الشريف-العقيلي_اخ-لي-بعيد-مرامي-الهمم_001	العصر-المملوكي	31	dev	True	train
17811	العصر-العباسي_خالد-الكاتب_يوم-تقضى-بالصدود_001	العصر-العباسي	31	train	True	train
17814	العصر-العباسي_ابن-عبد-ربه_لست-بقاض-أملي_001	العصر-العباسي	28	train	True	train
17819	العصر-الايوبي_أسامة-بن-منقذ_يا-ظالما-أبدا-يرو_001	العصر-الايوبي	34	dev	True	train
17822	العصر-العباسي_ابن-المعتز_قد-اغتدى-في-نفس-الصباح_001	العصر-العباسي	30	train	True	train
17823	العصر-المملوكي_ابن-المُقري_منزلتي-أحمد-عظمها_001	العصر-المملوكي	30	train	True	train
17856	العصر-الاموي_الراعي-النميري_إن-على-أهوى-لألأم-حاضر_001	العصر-الاموي	36	train	True	train
17857	العصر-الأندلسي_ظافر-الحداد_تأمل-هيئة-الهرمين-وانظر_001	العصر-الأندلسي	35	dev	True	train
17865	العصر-الأندلسي_ابن-حمديس_مصفرة-الجسم-وهي-ناحلة_001	العصر-الأندلسي	33	train	True	train
17882	العصر-العثماني_العُشاري_صبحتم-بالخير-يا-سادة_001	العصر-العثماني	34	dev	True	train
17886	العصر-الأندلسي_ابن-قلاقس_وأمير-كلما-أكرمته_001	العصر-الأندلسي	34	train	True	train
17904	العصر-العباسي_الوأواء-الدمشقي_لي-سقام-مواصل_001	العصر-العباسي	19	train	True	test
17930	العصر-الايوبي_سبط-ابن-التعاويذي_لك-يا-أمير-المؤمنين-يد_001	العصر-الايوبي	33	train	True	train
17934	العصر-العباسي_كشاجم_ونديم-مخالف_001	العصر-العباسي	27	train	True	train
17971	العصر-المملوكي_الشاب-الظريف_ويحمر-شقيقها-خجلا_001	العصر-المملوكي	30	train	True	train
18012	العصر-الأندلسي_يوسف-بن-هارون-الرمادي_إن-وجها-كالبدر-في-الإشراق_001	العصر-الأندلسي	31	train	True	train
18034	العصر-الايوبي_ابن-الساعاتي_لقد-وافيت-بابك-مستغيثاً_001	العصر-الايوبي	34	train	True	train
18059	العصر-الأندلسي_يوسف-بن-هارون-الرمادي_نوء-وغيث-مسبل_001	العصر-الأندلسي	21	test	True	train
18066	العصر-المملوكي_تميم-الفاطمي_كم-حن-شوقا-وأنا_001	العصر-المملوكي	31	train	True	train
18081	العصر-العباسي_السري-الرفاء_ينبيك-عن-صحة-أخباري_001	العصر-العباسي	30	train	True	train
18094	العصر-العباسي_خالد-الكاتب_لم-تر-عين-نظرت_001	العصر-العباسي	28	dev	True	train
18111	العصر-الأندلسي_الميكالي_وباخل-يبدي-لنا_001	العصر-الأندلسي	22	dev	True	test
18147	العصر-العباسي_الحلاج_نديمي-غير-منسوب_001	العصر-العباسي	27	train	True	train
18151	العصر-الايوبي_ابن-الفارض_ما-اسم-بلا-جسم-يرى-صورةً_001	العصر-الايوبي	32	train	True	train
18159	العصر-العباسي_ابن-الرومي_إن-إسماعيل-فاعلم_001	العصر-العباسي	28	train	True	train
18161	العصر-العباسي_ابن-الرومي_زلزلت-ضرطته-بالصيمره_001	العصر-العباسي	31	test	True	train
18162	العصر-المملوكي_بهاء-الدين-زهير_يا-غائبين-عن-العيا_001	العصر-المملوكي	32	train	True	train
18163	العصر-المملوكي_الشريف-العقيلي_أيا-من-ريقه-خمري_001	العصر-المملوكي	30	train	True	train
18182	العصر-العباسي_أبو-فراس-الحمداني_لله-برد-ما-أشد_001	العصر-العباسي	29	train	True	train
18222	العصر-الأندلسي_ابن-أبي-الخصال_يا-مشرفا-أشرفت-مكانته_001	العصر-الأندلسي	33	dev	True	train
18236	العصر-العباسي_عبد-المحسن-الصوري_لست-في-الناس-فأستخ_001	العصر-العباسي	28	train	True	train
18237	العصر-العباسي_القاضي-التنوخي_اسقني-واسقِ-صاحبي_001	العصر-العباسي	23	train	True	test
18311	المخضرمون_علي-بن-أبي-طالب_دواؤك-فيك-وما-تبصر_001	المخضرمون	32	train	True	test
18319	العصر-المملوكي_تميم-الفاطمي_ويلي-على-من-لم-يطق_001	العصر-المملوكي	29	train	True	train
18333	العصر-الايوبي_محيي-الدين-بن-عربي_يحكم-كر-الليل-والنهار_001	العصر-الايوبي	29	train	True	test
18335	العصر-الاموي_الكميت-بن-زيد_وأم-جذام-كان-عبار-قوم_001	العصر-الاموي	36	train	True	train
18343	العصر-الاموي_عمر-بن-أبي-ربيعة_كتبت-إليك-من-بلدي_001	العصر-الاموي	26	dev	True	dev
18354	العصر-الايوبي_سبط-ابن-التعاويذي_ما-كنت-أحسب-أن-عه_001	العصر-الايوبي	30	train	True	test
18368	العصر-العباسي_أبو-تمام_لباك-عبدك-مخلصا_001	العصر-العباسي	29	train	True	train
18373	المخضرمون_مالك-الأشتر_كيف-نرد-نعثلا-وقد-قحل_001	المخضرمون	35	train	True	train
18454	العصر-الايوبي_ابن-لبال-الشريشي_وإذا-اضطررت-لآدمي-ميتاً_001	العصر-الايوبي	33	train	True	train
18489	العصر-العثماني_جرمانوس-فرحات_سر-يا-عذولي-نائيا_001	العصر-العثماني	27	train	True	dev
18521	العصر-الايوبي_أبو-بكر-بن-مغاور_قال-لي-يهزأ-من-لم_001	العصر-الايوبي	34	train	True	train
18576	العصر-الأندلسي_المعتمد-بن-عباد_من-كان-يسلو-عن-نوال_001	العصر-الأندلسي	28	train	True	test
18629	العصر-العباسي_خالد-الكاتب_ومستتر-الضياء-محجب_001	العصر-العباسي	29	train	True	train
18643	العصر-العباسي_ابو-نواس_علقت-من-علقني_001	العصر-العباسي	26	test	True	dev
18698	العصر-الايوبي_المكزون-السنجاري_إلى-نار-سوى-نار_001	العصر-الايوبي	30	test	True	test
18703	العصر-الايوبي_محيي-الدين-بن-عربي_حسنت-ظني-بربي_001	العصر-الايوبي	25	train	True	dev
18707	العصر-العباسي_ابن-عبد-ربه_والدار-بعدهم-مقسمة_001	العصر-العباسي	30	dev	True	train
18713	العصر-العباسي_أبو-تمام_ملك-جار-إذ-ملك_001	العصر-العباسي	31	dev	True	train
18727	العصر-الاموي_الأخطل_لست-بصائم-رمضان-طوعا_001	العصر-الاموي	32	train	True	test
18761	العصر-العباسي_ابو-نواس_متتايه-بجماله-صلف_001	العصر-العباسي	31	dev	True	train
18782	العصر-الايوبي_محيي-الدين-بن-عربي_فلا-تنظر-لما-عندي_001	العصر-الايوبي	32	train	True	train
18791	العصر-المملوكي_الشريف-العقيلي_قد-شمرت-أطنابها-الظلماء_001	العصر-المملوكي	29	dev	True	train
18799	العصر-الاسلامي_خزيمة-بن-ثابت-الأنصاري_فديت-عليا-إمام-الورى_001	العصر-الاسلامي	32	train	True	train
18810	العصر-العثماني_نقولا-النقاش_بدت-في-الكون-أنوار_001	العصر-العثماني	35	train	True	train
18852	العصر-المملوكي_الباخرزي_يا-أهل-جرجان-عفاء-على_001	العصر-المملوكي	31	train	True	train
18887	العصر-العباسي_خالد-الكاتب_عليل-اللحظ-والطرف_001	العصر-العباسي	29	dev	True	train
18888	العصر-العثماني_ابن-الجزري_عطر-مهبك-يا-قبول_001	العصر-العثماني	31	train	True	test
18913	العصر-العباسي_الخبز-أرزي_مليح-القد-والحدقه_001	العصر-العباسي	26	dev	True	dev
18930	العصر-العباسي_خالد-الكاتب_يا-فؤادي-لقد-صبرت_001	العصر-العباسي	29	train	True	train
18992	العصر-العباسي_خالد-الكاتب_أيا-من-قلبه-دنف_001	العصر-العباسي	29	train	True	train
19032	العصر-العباسي_كشاجم_أتخذ-الليل-جمل_001	العصر-العباسي	25	test	True	test
19074	العصر-الايوبي_الأبله-البغدادي_فقت-لويا-وأبا-هاشم_001	العصر-الايوبي	32	train	True	train
19094	العصر-العباسي_الخليل-الفراهيدي_إن-لم-يكن-لك-لحم_001	العصر-العباسي	27	train	True	dev
19098	العصر-الايوبي_المكزون-السنجاري_تفرق-الغاوون-في-حبكم_001	العصر-الايوبي	32	train	True	train
19126	العصر-الاموي_الأحوص-الأنصاري_ألا-هاج-التذكر-لي-سقاما_001	العصر-الاموي	36	dev	True	train
19130	العصر-العباسي_ابن-طباطبا-العلوي_كتبتم-كثيرا-ولم-تكتبوا_001	العصر-العباسي	31	test	True	train
19146	العصر-المملوكي_الشريف-العقيلي_يا-نجم-أبراج-الربى_001	العصر-المملوكي	23	train	True	dev
19167	العصر-الايوبي_ابن-جبير-الشاطبي_أما-في-الدهر-معتبر_001	العصر-الايوبي	25	train	True	dev
19197	العصر-الاموي_الكميت-بن-زيد_وفي-السنة-الجماد-يكون-غيثا_001	العصر-الاموي	34	train	True	train
19214	العصر-العباسي_الحلاج_نسمة-من-جنابه_001	العصر-العباسي	28	train	True	train
19223	العصر-العباسي_الوزير-المهلبي_يوم-كأن-سماءه_001	العصر-العباسي	29	train	True	train
19229	العصر-المملوكي_الشريف-العقيلي_يا-منبتا-إنصافه_001	العصر-المملوكي	30	train	True	train
19247	العصر-العباسي_ابن-الرومي_ومهفهف-تمت-محاسنه_001	العصر-العباسي	31	dev	True	train
19272	العصر-العباسي_كشاجم_وقلم-مداده-تراب_001	العصر-العباسي	29	dev	True	train
19296	العصر-الايوبي_المكزون-السنجاري_أشكو-إلى-الله-جهل-قوم_001	العصر-الايوبي	35	train	True	train
19341	العصر-المملوكي_بهاء-الدين-زهير_لي-صاحب-غبت-عنه_001	العصر-المملوكي	27	train	True	train
19398	العصر-الأندلسي_الميكالي_ومهفهف-غرس-الجمال_001	العصر-الأندلسي	29	train	True	dev
19416	العصر-العباسي_ابن-الرومي_رجل-من-آل-يحيى_001	العصر-العباسي	26	train	True	dev
19490	العصر-العباسي_الحلاج_جحودي-لك-تقديس_001	العصر-العباسي	27	train	True	dev
19509	العصر-الايوبي_فتيان-الشاغوري_حكى-نهرين-لو-علما_001	العصر-الايوبي	33	dev	True	train
19517	العصر-العباسي_ابن-المعتز_تشاغل-عنا-صديق-لنا_001	العصر-العباسي	30	train	True	train
19556	العصر-المملوكي_الشريف-العقيلي_تيه-عيسى-لم-يدعه_001	العصر-المملوكي	24	train	True	dev
19583	العصر-الايوبي_أسامة-بن-منقذ_يا-ملولا-قلما-يرعي_001	العصر-الايوبي	34	test	True	train
19675	العصر-الأندلسي_ابن-قلاقس_يا-مثلا-في-فضله-سائرا_001	العصر-الأندلسي	33	train	True	train
19727	العصر-العباسي_ابن-عبد-ربه_منظومة-هذب-ألفاظها_001	العصر-العباسي	26	train	True	dev
19752	العصر-الاموي_ابن-الدمينة_وواضحة-المقلد-أم-خشف_001	العصر-الاموي	33	test	True	test
19769	العصر-العباسي_بديع-الزمان-الهمذاني_يا-قلب-ما-أغفلك_001	العصر-العباسي	25	test	True	test
19784	العصر-العباسي_خالد-الكاتب_يا-عالم-الحسن-الذي_001	العصر-العباسي	28	train	True	train
19805	العصر-الايوبي_ابن-الساعاتي_ولقد-نزلت-ولا-أغشك-منزلاً_001	العصر-الايوبي	34	train	True	train
19825	العصر-الأندلسي_الميكالي_يا-رب-غصن-نوره_001	العصر-الأندلسي	33	train	True	train
19839	العصر-الايوبي_القاضي-الفاضل_ماضيات-على-الدمام-دوامي_001	العصر-الايوبي	35	test	True	train
19847	العصر-العثماني_نيقولاوس-الصائغ_لا-تكثرن-من-الكلام-فإنما_001	العصر-العثماني	36	train	True	train
19870	العصر-الايوبي_سبط-ابن-التعاويذي_جاء-بدستبوية_001	العصر-الايوبي	26	test	True	dev
19889	العصر-العباسي_ابو-نواس_وجيه-محمد-شمس_001	العصر-العباسي	28	train	True	train
19900	العصر-الاموي_الأحوص-الأنصاري_إنما-الذلفاء-همي_001	العصر-الاموي	31	test	True	test
19916	العصر-العثماني_ابن-زاكور_زعموا-أني-برطال_001	العصر-العثماني	28	dev	True	dev
19938	العصر-العباسي_الصنوبري_كم-تفي-ثم-تنقض_001	العصر-العباسي	26	train	True	dev
19988	العصر-العباسي_عبد-المحسن-الصوري_كل-إنسان-له-من_001	العصر-العباسي	25	train	True	test
19991	العصر-العباسي_أبو-طالب-المأموني_عندي-للأكل-إذا_001	العصر-العباسي	24	train	True	test
20069	العصر-العثماني_عبد-الغني-النابلسي_يا-طالب-الكيمياء-علمي_001	العصر-العثماني	32	train	True	test
20100	العصر-العباسي_الخليل-الفراهيدي_إن-الخليط-تصدع_001	العصر-العباسي	27	dev	True	train
20103	العصر-الجاهلي_الأفوة-الأودي_فسائل-جمعنا-عنا-وعنهُم_001	العصر-الجاهلي	31	train	True	dev
20148	العصر-الأندلسي_ظافر-الحداد_أقسمت-لو-كاتبتكم_001	العصر-الأندلسي	33	train	True	train
20155	العصر-الايوبي_ابن-جبير-الشاطبي_قد-ثبت-الغي-في-العباد_001	العصر-الايوبي	28	train	True	dev
20205	العصر-الاموي_نصيب-بن-رباح_وإن-وراء-ظهري-يا-ابن-ليلى_001	العصر-الاموي	35	dev	True	train
20228	العصر-العباسي_كشاجم_تأخرت-حتى-كددت-الرسول_001	العصر-العباسي	31	train	True	train
20230	العصر-الايوبي_سبط-ابن-التعاويذي_فعلت-وأنجزت-فعل-الكرام_001	العصر-الايوبي	32	dev	True	train
20255	العصر-الأندلسي_الأبيوردي_بأبي-ريم-تبلج-لي_001	العصر-الأندلسي	35	train	True	train
20261	العصر-الايوبي_فتيان-الشاغوري_لي-في-هواكم-قصص_001	العصر-الايوبي	27	train	True	dev
20293	العصر-الاموي_الكميت-بن-زيد_فأوفقت-دوني-بغير-المراط_001	العصر-الاموي	35	train	True	train
20305	العصر-الأندلسي_ابن-زيدون_يا-ليل-طل-لا-أشتهي_001	العصر-الأندلسي	32	dev	True	train
20309	العصر-العثماني_أحمد-العطار_ليهن-المرتضى-إن-نال-أعلى_001	العصر-العثماني	36	dev	True	train
20352	العصر-المملوكي_الشريف-العقيلي_وبربطاني-غدا_001	العصر-المملوكي	20	train	True	dev
20355	العصر-العثماني_الامير-منجك-باشا_بشراي-طالع-جلق-مسعود_001	العصر-العثماني	35	dev	True	train
20362	العصر-المملوكي_بهاء-الدين-زهير_مائدة-منوعه_001	العصر-المملوكي	29	train	True	train
20375	العصر-العباسي_محمود-الوراق_لما-طوتك-الأربعون_001	العصر-العباسي	31	train	True	train
20419	العصر-المملوكي_صفي-الدين-الحلي_أصم-الله-أسمعنا-الملاما_001	العصر-المملوكي	32	train	True	train
20430	العصر-الأندلسي_ابن-زيدون_إن-تكن-نالتك-بالضرب-يدي_001	العصر-الأندلسي	32	train	True	train
20432	العصر-المملوكي_الشريف-العقيلي_يا-طيب-نشوتنا-على_001	العصر-المملوكي	27	train	True	test
20457	العصر-العباسي_السراج-البغدادي_بين-الحطيم-وزمزم_001	العصر-العباسي	31	train	True	train
20496	العصر-العباسي_الصاحب-بن-عباد_كتبت-يا-سيدي-كتابا_001	العصر-العباسي	27	train	True	dev
20497	العصر-الأندلسي_ابن-أبي-الخصال_يا-سائلا-سفه-الشطط_001	العصر-الأندلسي	28	dev	True	test
20510	العصر-الايوبي_محيي-الدين-بن-عربي_شمس-الهوى-في-النفوسِ-لاحت_001	العصر-الايوبي	33	train	True	train
20535	العصر-العباسي_أبو-فراس-الحمداني_هل-ترى-النعمة-دامت_001	العصر-العباسي	26	test	True	dev
20561	العصر-العثماني_الأمير-الصنعاني_أي-ضمير-بارز_001	العصر-العثماني	30	train	True	train
20563	العصر-العباسي_الشريف-الرضي_صاحب-كالغر-ليس-أرى_001	العصر-العباسي	30	train	True	train
20588	العصر-العباسي_السري-الرفاء_أشهى-إلى-الملحي-من-قبلة_001	العصر-العباسي	31	dev	True	train
20609	العصر-الأندلسي_عمارة-اليمني_يا-مالك-الرق-ومن-حقه_001	العصر-الأندلسي	34	train	True	train
20613	العصر-العباسي_أبو-العلاء-المعري_إن-غاض-بحر-مدة_001	العصر-العباسي	28	train	True	train
20629	المخضرمون_خفاف-بن-ندبة-السلمي_أعباس-إن-الذي-بيننا_001	المخضرمون	32	train	True	train
20638	العصر-الأندلسي_ابن-خفاجه_وأهيف-قام-يسقي_001	العصر-الأندلسي	29	train	True	dev
20660	العصر-العباسي_ابو-نواس_سبحان-من-خلق-الخل_001	العصر-العباسي	27	train	True	train
20667	العصر-العباسي_خالد-الكاتب_قل-منك-التعطف_001	العصر-العباسي	28	train	True	train
20696	العصر-العباسي_أبو-طالب-المأموني_وباقلاء-أزهر_001	العصر-العباسي	24	train	True	test
20712	المخضرمون_لبيد-بن-ربيعة_قومي-إذا-نام-الخلي_001	المخضرمون	33	train	True	train
20744	العصر-الاموي_زياد-الأعجم_تغني-أنت-في-ذممي-وعهدي_001	العصر-الاموي	34	train	True	train
20746	العصر-الأندلسي_ابن-خاتمة-الأندلسي_سقنيها-بالكبير_001	العصر-الأندلسي	32	train	True	train
20748	العصر-العباسي_خالد-الكاتب_إني-عليل-فعدني_001	العصر-العباسي	25	train	True	dev
20794	العصر-العثماني_جرمانوس-فرحات_هنئت-يا-بيت-لحم_001	العصر-العثماني	32	train	True	test
20796	العصر-العباسي_ابن-الرومي_لحظات-أجفان-الحبيب_001	العصر-العباسي	27	train	True	train
20823	العصر-الأندلسي_المعتمد-بن-عباد_من-للشجاعة-والكرم_001	العصر-الأندلسي	26	train	True	test
20827	العصر-الايوبي_القاضي-الفاضل_دع-اللوم-يا-عاذلي_001	العصر-الايوبي	28	train	True	train
20905	العصر-المملوكي_الشريف-العقيلي_يا-سائلي-عن-حالتي_001	العصر-المملوكي	28	train	True	train
20922	العصر-المملوكي_تميم-الفاطمي_خل-من-يأتم-بالصل_001	العصر-المملوكي	25	dev	True	test
20963	العصر-الايوبي_أسامة-بن-منقذ_صبرا-لأيام-تناهت_001	العصر-الايوبي	31	train	True	train
20994	العصر-العباسي_ابن-المعتز_لله-ما-يشاء_001	العصر-العباسي	21	test	True	dev
21011	العصر-العباسي_ابن-الرومي_ليس-على-الضارط-تعيير_001	العصر-العباسي	30	train	True	train
21065	العصر-الايوبي_ابن-كسرى_وقالوا-حبيبك-ذو-شارب_001	العصر-الايوبي	34	train	True	train
21070	العصر-المملوكي_ابن-خلكان_من-بغزال-كلما-قلت-خطر_001	العصر-المملوكي	29	dev	True	train
21077	المخضرمون_النمر-بن-تولب_يريد-خيانتي-وهب-وأرجو_001	المخضرمون	33	train	True	test
21097	المخضرمون_لبيد-بن-ربيعة_هل-تعرف-الدار-بسفح-الشرببه_001	المخضرمون	35	train	True	train
21105	العصر-العباسي_الخليل-الفراهيدي_يعيش-المرء-في-أمل_001	العصر-العباسي	30	train	True	train
21131	العصر-الايوبي_أسامة-بن-منقذ_قل-لمن-لم-يرع-عهدي_001	العصر-الايوبي	30	train	True	test
21142	العصر-الاموي_الوليد-بن-يزيد_ولقد-صدنا-غزالا-سانحا_001	العصر-الاموي	35	test	True	train
21164	العصر-الايوبي_أبو-زيد-الفازازي_إني-رأيت-العز-مستودعا_001	العصر-الايوبي	31	test	True	test
21193	العصر-الجاهلي_زهير-بن-أبي-سلمى_ولقد-نهيتكم-وقلت-لكم_001	العصر-الجاهلي	32	train	True	train
21238	العصر-الاموي_القحيف-العقيلي_إذا-رضيت-علي-بنو-قشير_001	العصر-الاموي	36	train	True	train
21245	العصر-المملوكي_تميم-الفاطمي_وصامتة-ناطقه_001	العصر-المملوكي	29	train	True	train
21268	العصر-العباسي_الوزير-المهلبي_رق-الزمان-لفاقتي_001	العصر-العباسي	25	train	True	dev
21284	العصر-العباسي_ابو-نواس_يا-من-جفاني-وملا_001	العصر-العباسي	26	dev	True	dev
21337	المخضرمون_مالك-الأشتر_ميعادنا-الآن-بياض-الصبح_001	المخضرمون	35	train	True	train
21360	المخضرمون_مالك-الأشتر_خانك-رمح-لم-يكن-خوانا_001	المخضرمون	27	train	True	test
21363	العصر-الاموي_الأحوص-الأنصاري_طربت-وأنت-معني-كئيب_001	العصر-الاموي	36	train	True	train
21373	العصر-العباسي_البحتري_ليت-شعري-عنك-هل-تعلم_001	العصر-العباسي	26	train	True	dev
21386	العصر-العباسي_خالد-الكاتب_هب-ذنوبي-لما-خلا_001	العصر-العباسي	30	test	True	train
21395	العصر-العباسي_ابن-المعتز_يا-جوهر-الإخوان_001	العصر-العباسي	21	train	True	test
21398	العصر-الايوبي_القاضي-الفاضل_قم-أدر-نورا-مبينا_001	العصر-الايوبي	34	train	True	train
21416	العصر-المملوكي_صفي-الدين-الحلي_من-كنت-أنت-رسوله_001	العصر-المملوكي	27	train	True	train
21424	العصر-المملوكي_الشريف-العقيلي_يا-هلالا-فوق-غصن_001	العصر-المملوكي	28	train	True	train
21474	العصر-العباسي_ابن-المعتز_أقبل-يفري-ويدع_001	العصر-العباسي	30	test	True	train
21478	العصر-الايوبي_أبو-بكر-بن-مغاور_أيها-الواقف-اعتباراً-بقبري_001	العصر-الايوبي	35	test	True	train
21482	العصر-الأندلسي_ابن-فركون_يا-طلعة-رائقة-المجتلى_001	العصر-الأندلسي	35	train	True	train
21545	العصر-المملوكي_ابن-نباته-المصري_أيها-الكامل-قصرا_001	العصر-المملوكي	26	train	True	test
21555	العصر-الايوبي_الأبله-البغدادي_قلت-إذ-أبصرت-في-الدست_001	العصر-الايوبي	28	train	True	test
21593	المخضرمون_عمرو-الباهلي_شكوت-ذهاب-طارقتي-إليها_001	المخضرمون	33	train	True	train
21608	العصر-المملوكي_ابن-الوردي_أخذت-عني-بديلا_001	العصر-المملوكي	25	train	True	dev
21625	العصر-العباسي_ابن-الرومي_لأبو-الجهم-ملصق_001	العصر-العباسي	27	train	True	train
21693	العصر-المملوكي_صفي-الدين-الحلي_يا-رب-إن-كان-ذنبي_001	العصر-المملوكي	26	train	True	test
21697	العصر-الايوبي_أسامة-بن-منقذ_كفى-حزنا-أني-مقيم-ببلدة_001	العصر-الايوبي	34	dev	True	train
21705	العصر-العباسي_أبو-هلال-العسكري_أيا-وردا-على-غصن_001	العصر-العباسي	25	train	True	test
21707	العصر-الاموي_الوليد-بن-يزيد_ليت-حظي-اليوم-من-كل_001	العصر-الاموي	28	dev	True	dev
21758	العصر-العباسي_أبو-طالب-المأموني_ورائق-مثل-الهواء-صافي_001	العصر-العباسي	30	train	True	train
21770	العصر-العباسي_عبد-المحسن-الصوري_طال-اشتمال-الهوى-بشملي_001	العصر-العباسي	31	train	True	train
21780	العصر-الاموي_المقنع-الكندي_وقوريح-عتد-أعد-لنيه_001	العصر-الاموي	35	train	True	train
21794	العصر-العباسي_ابن-الرومي_فيم-التنازع-والشقاق_001	العصر-العباسي	28	train	True	train
21800	العصر-العباسي_ابن-الرومي_طيلسان-سامري_001	العصر-العباسي	26	train	True	dev
21804	العصر-الأندلسي_عبد-الغفار-الأخرس_يا-ليلة-في-الليالي_001	العصر-الأندلسي	29	train	True	dev
21882	العصر-العباسي_ابو-العتاهية_لقد-هان-على-الناس_001	العصر-العباسي	31	dev	True	train
21903	العصر-العثماني_عبد-الغني-النابلسي_نفخ-روح-بالعز-صار-ذليلا_001	العصر-العثماني	35	train	True	train
21923	العصر-الايوبي_ابن-الأردخل_واهاً-عل-عيش-مضت-سنواته_001	العصر-الايوبي	33	train	True	train
22017	العصر-العثماني_الامير-منجك-باشا_وبي-رشأ-غريب-الزي_001	العصر-العثماني	35	train	True	train
22020	العصر-العباسي_أبو-حية-النميري_ومجالسٍ-لك-في-الحمى_001	العصر-العباسي	19	test	True	train
22096	العصر-المملوكي_الشريف-العقيلي_أرى-الدهر-يقصد-ما-ساءني_001	العصر-المملوكي	32	train	True	train
22116	العصر-العثماني_ابن-زاكور_بجاه-جدك-يا-من_001	العصر-العثماني	28	dev	True	dev
22126	العصر-العباسي_خالد-الكاتب_فؤادي-منك-مغمور_001	العصر-العباسي	26	train	True	dev
22141	العصر-الأندلسي_المعتمد-بن-عباد_يا-قمرا-أصبح-لي-مالكا_001	العصر-الأندلسي	34	train	True	train
22145	العصر-العباسي_ابن-الزيات_مجلس-صبين-محبين_001	العصر-العباسي	30	train	True	train
22178	العصر-العباسي_جحظة-البرمكي_سقيا-ورعيا-للجزيرة-موطنا_001	العصر-العباسي	30	train	True	train
22190	العصر-الاموي_عبد-الرحمن-بن-حسان_وكنت-إذا-ما-رأيت-الصديق_001	العصر-الاموي	35	dev	True	train
22195	العصر-العباسي_الببغاء_وليلة-أوسعتني_001	العصر-العباسي	27	train	True	train
22201	العصر-الايوبي_المكزون-السنجاري_رويتم-أن-نبي-الهدى_001	العصر-الايوبي	34	train	True	train
22243	العصر-العباسي_خالد-الكاتب_لست-أعصيك-وإن-كان_001	العصر-العباسي	30	dev	True	train
22303	العصر-العباسي_ابن-الرومي_من-قال-يوما-خالد_001	العصر-العباسي	28	train	True	train
22325	العصر-العباسي_العباس-بن-الأحنف_للحب-في-قلبي-أشجار_001	العصر-العباسي	29	train	True	train
